description,code
"Delir, nicht näher bezeichnet",F05.9
Andere psychische Störungen aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit,F06
Organische Halluzinose,F06.0
Organische katatone Störung,F06.1
Organische wahnhafte [schizophreniforme] Störung,F06.2
Organische affektive Störungen,F06.3
Organische Angststörung,F06.4
Organische dissoziative Störung,F06.5
Organische emotional labile [asthenische] Störung,F06.6
Leichte kognitive Störung,F06.7
Sonstige näher bezeichnete organische psychische Störungen aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit,F06.8
Nicht näher bezeichnete organische psychische Störung aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit,F06.9
"Persönlichkeits- und Verhaltensstörung aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns",F07
Organische Persönlichkeitsstörung,F07.0
Postenzephalitisches Syndrom,F07.1
Organisches Psychosyndrom nach Schädelhirntrauma,F07.2
"Sonstige organische Persönlichkeits- und Verhaltensstörungen aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns",F07.8
"Nicht näher bezeichnete organische Persönlichkeits- und Verhaltensstörung aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns",F07.9
Nicht näher bezeichnete organische oder symptomatische psychische Störung,F09
Mehrlingsschwangerschaft,O30
Zwillingsschwangerschaft,O30.0
Drillingsschwangerschaft,O30.1
Vierlingsschwangerschaft,O30.2
Sonstige Mehrlingsschwangerschaft,O30.8
"Mehrlingsschwangerschaft, nicht näher bezeichnet",O30.9
"Komplikationen, die für eine Mehrlingsschwangerschaft spezifisch sind",O31
Fetus papyraceus,O31.0
Fortbestehen der Schwangerschaft nach Fehlgeburt eines oder mehrerer Feten,O31.1
Fortbestehen der Schwangerschaft nach intrauterinem Absterben eines oder mehrerer Feten,O31.2
"Sonstige Komplikationen, die für eine Mehrlingsschwangerschaft spezifisch sind",O31.8
Betreuung der Mutter bei festgestellter oder vermuteter Lage- und Einstellungsanomalie des Fetus,O32
Betreuung der Mutter wegen wechselnder Kindslage,O32.0
Betreuung der Mutter wegen Beckenendlage,O32.1
Betreuung der Mutter bei Quer- und Schräglage,O32.2
"Betreuung der Mutter bei Gesichts-, Stirn- und Kinnlage",O32.3
Betreuung der Mutter bei Nichteintreten des Kopfes zum Termin,O32.4
Betreuung der Mutter bei Mehrlingsschwangerschaft mit Lage- und Einstellungsanomalie eines oder mehrerer Feten,O32.5
Betreuung der Mutter bei kombinierten Lage- und Einstellungsanomalien,O32.6
Betreuung der Mutter bei sonstigen Lage- und Einstellungsanomalien des Fetus,O32.8
"Betreuung der Mutter bei Lage- und Einstellungsanomalie des Fetus, nicht näher bezeichnet",O32.9
Betreuung der Mutter bei festgestelltem oder vermutetem Missverhältnis zwischen Fetus und Becken,O33
Betreuung der Mutter bei Missverhältnis durch Deformität des mütterlichen knöchernen Beckens,O33.0
Betreuung der Mutter bei Missverhältnis durch allgemein verengtes Becken,O33.1
Betreuung der Mutter bei Missverhältnis durch Beckeneingangsverengung,O33.2
Betreuung der Mutter bei Missverhältnis durch Beckenausgangsverengung,O33.3
Betreuung der Mutter wegen Missverhältnis bei kombinierter mütterlicher und fetaler Ursache,O33.4
Betreuung der Mutter bei Missverhältnis durch ungewöhnlich großen Fetus,O33.5
Betreuung der Mutter bei Missverhältnis durch Hydrozephalus des Fetus,O33.6
Betreuung der Mutter bei Missverhältnis durch sonstige Deformitäten des Fetus,O33.7
Betreuung der Mutter bei Missverhältnis sonstigen Ursprungs,O33.8
"Betreuung der Mutter bei Missverhältnis, nicht näher bezeichnet",O33.9
Betreuung der Mutter bei festgestellter oder vermuteter Anomalie der Beckenorgane,O34
Betreuung der Mutter bei angeborener Fehlbildung des Uterus,O34.0
Betreuung der Mutter bei Tumor des Corpus uteri,O34.1
Betreuung der Mutter bei Uterusnarbe durch vorangegangenen chirurgischen Eingriff,O34.2
Betreuung der Mutter bei Zervixinsuffizienz,O34.3
Betreuung der Mutter bei vaginalsonographisch dokumentierter Zervixlänge unter 10 mm oder Trichterbildung,O34.30
Betreuung der Mutter bei Fruchtblasenprolaps,O34.31
Betreuung der Mutter bei sonstiger Zervixinsuffizienz,O34.38
"Betreuung der Mutter bei Zervixinsuffizienz, nicht näher bezeichnet",O34.39
Betreuung der Mutter bei sonstigen Anomalien der Cervix uteri,O34.4
Betreuung der Mutter bei sonstigen Anomalien des graviden Uterus,O34.5
Betreuung der Mutter bei Anomalie der Vagina,O34.6
Betreuung der Mutter bei Anomalie der Vulva und des Perineums,O34.7
Betreuung der Mutter bei sonstigen Anomalien der Beckenorgane,O34.8
"Betreuung der Mutter bei Anomalie der Beckenorgane, nicht näher bezeichnet",O34.9
Betreuung der Mutter bei festgestellter oder vermuteter Anomalie oder Schädigung des Fetus,O35
Betreuung der Mutter bei (Verdacht auf) Fehlbildung des Zentralnervensystems beim Fetus,O35.0
Betreuung der Mutter bei (Verdacht auf) Chromosomenanomalie beim Fetus,O35.1
Betreuung der Mutter bei (Verdacht auf) hereditäre Krankheit beim Fetus,O35.2
Betreuung der Mutter bei (Verdacht auf) Schädigung des Fetus durch Viruskrankheit der Mutter,O35.3
Betreuung der Mutter bei (Verdacht auf) Schädigung des Fetus durch Alkohol,O35.4
Betreuung der Mutter bei (Verdacht auf) Schädigung des Fetus durch Arzneimittel oder Drogen,O35.5
Betreuung der Mutter bei (Verdacht auf) Schädigung des Fetus durch Strahleneinwirkung,O35.6
Betreuung der Mutter bei (Verdacht auf) Schädigung des Fetus durch sonstige medizinische Maßnahmen,O35.7
Betreuung der Mutter bei (Verdacht auf) sonstige Anomalie oder Schädigung des Fetus,O35.8
"Betreuung der Mutter bei (Verdacht auf) Anomalie oder Schädigung des Fetus, nicht näher bezeichnet",O35.9
Betreuung der Mutter wegen sonstiger festgestellter oder vermuteter Komplikationen beim Fetus,O36
Betreuung der Mutter wegen Rhesus-Isoimmunisierung,O36.0
Betreuung der Mutter wegen sonstiger Isoimmunisierung,O36.1
Betreuung der Mutter wegen Hydrops fetalis,O36.2
Betreuung der Mutter wegen Anzeichen für fetale Hypoxie,O36.3
Betreuung der Mutter wegen intrauterinen Fruchttodes,O36.4
Betreuung der Mutter wegen fetaler Wachstumsretardierung,O36.5
Betreuung der Mutter wegen fetaler Hypertrophie,O36.6
Betreuung der Mutter wegen eines lebensfähigen Fetus bei Abdominalgravidität,O36.7
Betreuung der Mutter wegen sonstiger näher bezeichneter Komplikationen beim Fetus,O36.8
"Betreuung der Mutter wegen Komplikation beim Fetus, nicht näher bezeichnet",O36.9
Polyhydramnion,O40
Sonstige Veränderungen des Fruchtwassers und der Eihäute,O41
Oligohydramnion,O41.0
Infektion der Fruchtblase und der Eihäute,O41.1
Sonstige näher bezeichnete Veränderungen des Fruchtwassers und der Eihäute,O41.8
"Veränderung des Fruchtwassers und der Eihäute, nicht näher bezeichnet",O41.9
Vorzeitiger Blasensprung,O42
"Vorzeitiger Blasensprung, Wehenbeginn innerhalb von 24 Stunden",O42.0
"Vorzeitiger Blasensprung, Wehenbeginn nach Ablauf von 24 Stunden",O42.1
"Vorzeitiger Blasensprung, Wehenbeginn nach Ablauf von 1 bis 7 Tagen",O42.11
"Vorzeitiger Blasensprung, Wehenbeginn nach Ablauf von mehr als 7 Tagen",O42.12
"Vorzeitiger Blasensprung, Wehenhemmung durch Therapie",O42.2
"Vorzeitiger Blasensprung, Wehenhemmung durch Therapie, Wehenbeginn innerhalb von 24 Stunden",O42.20
"Vorzeitiger Blasensprung, Wehenhemmung durch Therapie, Wehenbeginn nach Ablauf von 1 bis 7 Tagen",O42.21
"Vorzeitiger Blasensprung, Wehenhemmung durch Therapie, Wehenbeginn nach Ablauf von mehr als 7 Tagen",O42.22
"Vorzeitiger Blasensprung, Wehenhemmung durch Therapie, ohne Angabe des Wehenbeginns",O42.29
"Vorzeitiger Blasensprung, nicht näher bezeichnet",O42.9
Pathologische Zustände der Plazenta,O43
Transplazentare Transfusionssyndrome,O43.0
Fehlbildung der Plazenta,O43.1
Krankhaft anhaftende Plazenta,O43.2
Placenta accreta,O43.20
Placenta increta oder percreta,O43.21
Sonstige pathologische Zustände der Plazenta,O43.8
"Pathologischer Zustand der Plazenta, nicht näher bezeichnet",O43.9
Placenta praevia,O44
Placenta praevia und tiefer Sitz der Plazenta ohne (aktuelle) Blutung,O44.0
Tiefer Sitz der Plazenta ohne (aktuelle) Blutung,O44.00
Placenta praevia ohne (aktuelle) Blutung,O44.01
Placenta praevia und tiefer Sitz der Plazenta mit aktueller Blutung,O44.1
Tiefer Sitz der Plazenta mit aktueller Blutung,O44.10
Placenta praevia mit aktueller Blutung,O44.11
Vorzeitige Plazentalösung [Abruptio placentae],O45
Vorzeitige Plazentalösung bei Gerinnungsstörung,O45.0
Sonstige vorzeitige Plazentalösung,O45.8
"Vorzeitige Plazentalösung, nicht näher bezeichnet",O45.9
"Präpartale Blutung, anderenorts nicht klassifiziert",O46
Präpartale Blutung bei Gerinnungsstörung,O46.0
Sonstige präpartale Blutung,O46.8
"Präpartale Blutung, nicht näher bezeichnet",O46.9
Frustrane Kontraktionen [Unnütze Wehen],O47
Frustrane Kontraktionen vor 37 vollendeten Schwangerschaftswochen,O47.0
Frustrane Kontraktionen ab 37 oder mehr vollendeten Schwangerschaftswochen,O47.1
"Frustrane Kontraktionen, nicht näher bezeichnet",O47.9
Übertragene Schwangerschaft,O48
Spondylitis ankylosans,M45
Spondylitis ankylosans,M45.0
Sonstige entzündliche Spondylopathien,M46
Spinale Enthesopathie,M46.0
"Sakroiliitis, anderenorts nicht klassifiziert",M46.1
Wirbelosteomyelitis,M46.2
Bandscheibeninfektion (pyogen),M46.3
"Diszitis, nicht näher bezeichnet",M46.4
Sonstige infektiöse Spondylopathien,M46.5
Sonstige näher bezeichnete entzündliche Spondylopathien,M46.8
"Entzündliche Spondylopathie, nicht näher bezeichnet",M46.9
Spondylose,M47
Arteria-spinalis-anterior-Kompressionssyndrom und Arteria-vertebralis-Kompressionssyndrom (G99.2*),M47.0
Sonstige Spondylose mit Myelopathie,M47.1
Sonstige Spondylose mit Radikulopathie,M47.2
Sonstige Spondylose,M47.8
"Spondylose, nicht näher bezeichnet",M47.9
Sonstige Spondylopathien,M48
Spinal(kanal)stenose,M48.0
Spondylitis hyperostotica [Forestier-Ott],M48.1
Baastrup-Syndrom,M48.2
Traumatische Spondylopathie,M48.3
Ermüdungsbruch eines Wirbels,M48.4
"Wirbelkörperkompression, anderenorts nicht klassifiziert",M48.5
Sonstige näher bezeichnete Spondylopathien,M48.8
"Spondylopathie, nicht näher bezeichnet",M48.9
Spondylopathien bei anderenorts klassifizierten Krankheiten,M49
Tuberkulose der Wirbelsäule (A18.0†),M49.0
Spondylitis brucellosa (A23.-†),M49.1
Spondylitis durch bakterielle Darminfektion (A01-A04†),M49.2
Spondylopathie bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten,M49.3
Neuropathische Spondylopathie,M49.4
Wirbelkörperkompression bei anderenorts klassifizierten Krankheiten,M49.5
Spondylopathie bei sonstigen anderenorts klassifizierten Krankheiten,M49.8
Psychische Störung ohne nähere Angabe,F99
Akute Appendizitis,K35
Akute Appendizitis mit generalisierter Peritonitis,K35.2
Akute Appendizitis mit lokalisierter Peritonitis,K35.3
Akute Appendizitis mit lokalisierter Peritonitis ohne Perforation oder Ruptur,K35.30
Akute Appendizitis mit lokalisierter Peritonitis mit Perforation oder Ruptur,K35.31
Akute Appendizitis mit Peritonealabszess,K35.32
"Akute Appendizitis, nicht näher bezeichnet",K35.8
Sonstige Appendizitis,K36
Nicht näher bezeichnete Appendizitis,K37
Sonstige Krankheiten der Appendix,K38
Hyperplasie der Appendix,K38.0
Appendixkonkremente,K38.1
Appendixdivertikel,K38.2
Appendixfistel,K38.3
Sonstige näher bezeichnete Krankheiten der Appendix,K38.8
"Krankheit der Appendix, nicht näher bezeichnet",K38.9
Isolierte Proteinurie,R80
Glukosurie,R81
Sonstige abnorme Urinbefunde,R82
Chylurie,R82.0
Myoglobinurie,R82.1
Bilirubinurie,R82.2
Hämoglobinurie,R82.3
Azetonurie,R82.4
"Erhöhte Urinwerte für Drogen, Arzneimittel und biologisch aktive Substanzen",R82.5
Abnorme Urinwerte für Substanzen vorwiegend nichtmedizinischer Herkunft,R82.6
Abnorme Befunde bei der mikrobiologischen Urinuntersuchung,R82.7
Abnorme Befunde bei der zytologischen und histologischen Urinuntersuchung,R82.8
Sonstige und nicht näher bezeichnete abnorme Urinbefunde,R82.9
Leichte Intelligenzminderung,F70
Mittelgradige Intelligenzminderung,F71
Schwere Intelligenzminderung,F72
Schwerste Intelligenzminderung,F73
Dissoziierte Intelligenz,F74
Andere Intelligenzminderung,F78
Nicht näher bezeichnete Intelligenzminderung,F79
Angeborene Fehlbildungen der Herzhöhlen und verbindender Strukturen,Q20
Truncus arteriosus communis,Q20.0
Rechter Doppelausstromventrikel [Double outlet right ventricle],Q20.1
Linker Doppelausstromventrikel [Double outlet left ventricle],Q20.2
Diskordante ventrikuloarterielle Verbindung,Q20.3
Doppeleinstromventrikel [Double inlet ventricle],Q20.4
Diskordante atrioventrikuläre Verbindung,Q20.5
Vorhofisomerismus,Q20.6
Sonstige angeborene Fehlbildungen der Herzhöhlen und verbindender Strukturen,Q20.8
"Angeborene Fehlbildung der Herzhöhlen und verbindender Strukturen, nicht näher bezeichnet",Q20.9
Angeborene Fehlbildungen der Herzsepten,Q21
Ventrikelseptumdefekt,Q21.0
Vorhofseptumdefekt,Q21.1
Defekt des Vorhof- und Kammerseptums,Q21.2
Fallot-Tetralogie,Q21.3
Aortopulmonaler Septumdefekt,Q21.4
Sonstige angeborene Fehlbildungen der Herzsepten,Q21.8
Fallot-Pentalogie,Q21.80
Sonstige angeborene Fehlbildungen der Herzsepten,Q21.88
"Angeborene Fehlbildung des Herzseptums, nicht näher bezeichnet",Q21.9
Angeborene Fehlbildungen der Pulmonal- und der Trikuspidalklappe,Q22
Pulmonalklappenatresie,Q22.0
Angeborene Pulmonalklappenstenose,Q22.1
Angeborene Pulmonalklappeninsuffizienz,Q22.2
Sonstige angeborene Fehlbildungen der Pulmonalklappe,Q22.3
Angeborene Trikuspidalklappenstenose,Q22.4
Ebstein-Anomalie,Q22.5
Hypoplastisches Rechtsherzsyndrom,Q22.6
Sonstige angeborene Fehlbildungen der Trikuspidalklappe,Q22.8
"Angeborene Fehlbildung der Trikuspidalklappe, nicht näher bezeichnet",Q22.9
Angeborene Fehlbildungen der Aorten- und der Mitralklappe,Q23
Angeborene Aortenklappenstenose,Q23.0
Angeborene Aortenklappeninsuffizienz,Q23.1
Angeborene Mitralklappenstenose,Q23.2
Angeborene Mitralklappeninsuffizienz,Q23.3
Hypoplastisches Linksherzsyndrom,Q23.4
Sonstige angeborene Fehlbildungen der Aorten- und Mitralklappe,Q23.8
"Angeborene Fehlbildung der Aorten- und Mitralklappe, nicht näher bezeichnet",Q23.9
Sonstige angeborene Fehlbildungen des Herzens,Q24
Dextrokardie,Q24.0
Lävokardie,Q24.1
Cor triatriatum,Q24.2
Infundibuläre Pulmonalstenose,Q24.3
Angeborene subvalvuläre Aortenstenose,Q24.4
Fehlbildung der Koronargefäße,Q24.5
Angeborener Herzblock,Q24.6
Sonstige näher bezeichnete angeborene Fehlbildungen des Herzens,Q24.8
"Angeborene Fehlbildung des Herzens, nicht näher bezeichnet",Q24.9
Angeborene Fehlbildungen der großen Arterien,Q25
Offener Ductus arteriosus,Q25.0
Koarktation der Aorta,Q25.1
Atresie der Aorta,Q25.2
Stenose der Aorta (angeboren),Q25.3
Sonstige angeborene Fehlbildungen der Aorta,Q25.4
Atresie der A. pulmonalis,Q25.5
Stenose der A. pulmonalis (angeboren),Q25.6
Sonstige angeborene Fehlbildungen der A. pulmonalis,Q25.7
Sonstige angeborene Fehlbildungen der großen Arterien,Q25.8
"Angeborene Fehlbildung der großen Arterien, nicht näher bezeichnet",Q25.9
Angeborene Fehlbildungen der großen Venen,Q26
Angeborene Stenose der V. cava,Q26.0
Persistenz der linken V. cava superior,Q26.1
Totale Fehleinmündung der Lungenvenen,Q26.2
Partielle Fehleinmündung der Lungenvenen,Q26.3
"Fehleinmündung der Lungenvenen, nicht näher bezeichnet",Q26.4
Fehleinmündung der Pfortader,Q26.5
Fistel zwischen V. portae und A. hepatica (angeboren),Q26.6
Sonstige angeborene Fehlbildungen der großen Venen,Q26.8
"Angeborene Fehlbildung einer großen Vene, nicht näher bezeichnet",Q26.9
Sonstige angeborene Fehlbildungen des peripheren Gefäßsystems,Q27
Angeborenes Fehlen oder Hypoplasie der A. umbilicalis,Q27.0
Angeborene Nierenarterienstenose,Q27.1
Sonstige angeborene Fehlbildungen der Nierenarterie,Q27.2
Arteriovenöse Fehlbildung der peripheren Gefäße,Q27.3
Angeborene Phlebektasie,Q27.4
Sonstige näher bezeichnete angeborene Fehlbildungen des peripheren Gefäßsystems,Q27.8
"Angeborene Fehlbildung des peripheren Gefäßsystems, nicht näher bezeichnet",Q27.9
Sonstige angeborene Fehlbildungen des Kreislaufsystems,Q28
Arteriovenöse Fehlbildung der präzerebralen Gefäße,Q28.0
Angeborenes arteriovenöses Aneurysma der präzerebralen Gefäße,Q28.00
Angeborene arteriovenöse Fistel der präzerebralen Gefäße,Q28.01
Sonstige angeborene arteriovenöse Fehlbildungen der präzerebralen Gefäße,Q28.08
"Angeborene arteriovenöse Fehlbildung der präzerebralen Gefäße, nicht näher bezeichnet",Q28.09
Sonstige Fehlbildungen der präzerebralen Gefäße,Q28.1
Angeborenes Aneurysma der präzerebralen Gefäße,Q28.10
Angeborene Fistel der präzerebralen Gefäße,Q28.11
Sonstige angeborene Fehlbildungen der präzerebralen Gefäße,Q28.18
"Angeborene Fehlbildung der präzerebralen Gefäße, nicht näher bezeichnet",Q28.19
Arteriovenöse Fehlbildung der zerebralen Gefäße,Q28.2
Angeborenes arteriovenöses Aneurysma der zerebralen Gefäße,Q28.20
Angeborene arteriovenöse Fistel der zerebralen Gefäße,Q28.21
Sonstige angeborene arteriovenöse Fehlbildungen der zerebralen Gefäße,Q28.28
"Angeborene arteriovenöse Fehlbildung der zerebralen Gefäße, nicht näher bezeichnet",Q28.29
Sonstige Fehlbildungen der zerebralen Gefäße,Q28.3
Angeborenes Aneurysma der zerebralen Gefäße,Q28.30
Angeborene Fistel der zerebralen Gefäße,Q28.31
Sonstige angeborene Fehlbildungen der zerebralen Gefäße,Q28.38
"Angeborene Fehlbildung der zerebralen Gefäße, nicht näher bezeichnet",Q28.39
Sonstige näher bezeichnete angeborene Fehlbildungen des Kreislaufsystems,Q28.8
Sonstiges angeborenes Aneurysma,Q28.80
Sonstige angeborene Fistel des Kreislaufsystems,Q28.81
Sonstige näher bezeichnete angeborene Fehlbildungen des Kreislaufsystems,Q28.88
"Angeborene Fehlbildung des Kreislaufsystems, nicht näher bezeichnet",Q28.9
Bösartige Neubildung sonstiger und ungenau bezeichneter Lokalisationen,C76
"Kopf, Gesicht und Hals",C76.0
Thorax,C76.1
Abdomen,C76.2
Becken,C76.3
Obere Extremität,C76.4
Untere Extremität,C76.5
Sonstige ungenau bezeichnete Lokalisationen,C76.7
"Sonstige und ungenau bezeichnete Lokalisationen, mehrere Teilbereiche überlappend",C76.8
Sekundäre und nicht näher bezeichnete bösartige Neubildung der Lymphknoten,C77
"Lymphknoten des Kopfes, des Gesichtes und des Halses",C77.0
